"hh_number","hh_size_1","hh_size_2","hh_size_3","hh_size_4","hh_size_5","hh_size_6","hh_size_7"
2516,1,2,3,1,4,4,3
2517,1,2,3,1,1,6,7
2518,1,1,2,1,1,1,6
2519,1,2,2,2,4,2,4
2520,1,1,2,4,2,1,6
2521,1,1,3,2,3,2,7
2522,1,1,3,1,2,3,3
2523,1,1,3,4,5,6,2
2524,1,1,2,2,1,2,3
2525,1,1,3,1,2,2,5
2526,1,1,2,2,5,1,4
2527,1,2,1,3,5,3,2
2528,1,1,1,3,3,2,1
2529,1,1,2,4,2,5,5
2530,1,1,3,1,3,4,6
2531,1,1,2,4,5,5,6
2532,1,1,1,4,4,2,6
2533,1,1,2,1,5,2,6
2534,1,2,2,3,5,1,4
2535,1,2,3,2,4,4,4
2536,1,1,1,3,2,3,4
2537,1,1,1,3,2,4,1
2538,1,1,3,3,3,3,3
2539,1,1,3,1,1,1,5
2540,1,1,1,3,4,4,6
2541,1,2,3,4,1,6,5
2542,1,2,3,2,3,2,2
2543,1,1,3,1,3,4,1
2544,1,1,1,1,1,2,6
2545,1,2,2,1,3,2,2
2546,1,2,2,2,4,2,1
2547,1,2,1,2,1,3,1
2548,1,2,3,3,5,6,2
2549,1,2,3,3,2,3,4
2550,1,2,3,2,4,4,7
2551,1,2,1,3,5,2,2
2552,1,1,1,4,4,4,3
2553,1,2,3,2,3,6,2
2554,1,2,1,1,3,3,2
2555,1,2,2,2,4,3,6
2556,1,2,3,1,5,4,6
2557,1,1,2,3,5,3,5
2558,1,2,2,3,4,3,2
2559,1,2,3,3,4,6,2
2560,1,2,1,4,5,1,3
2561,1,1,3,3,2,2,6
2562,1,1,3,3,1,4,7
2563,1,1,2,1,5,6,7
2564,1,2,2,2,4,2,7
2565,1,1,3,1,1,5,1
2566,1,2,2,3,3,2,7
2567,1,2,3,1,1,1,5
2568,1,1,1,4,2,5,1
2569,1,1,1,3,4,6,5
2570,1,1,1,1,3,5,3
2571,1,1,1,4,4,6,3
2572,1,1,1,3,3,1,2
2573,1,2,3,2,3,1,1
2574,1,1,3,4,2,3,4
2575,1,1,1,3,5,5,1
2576,1,1,2,3,2,1,4
2577,1,2,3,2,2,1,1
2578,1,2,1,3,2,1,2
2579,1,1,3,4,4,5,2
2580,1,2,1,1,3,1,5
2581,1,2,3,2,4,1,6
2582,1,1,2,1,2,6,1
2583,1,2,1,1,3,4,4
2584,1,2,1,1,2,6,1
2585,1,1,1,4,2,5,6
2586,1,2,2,1,3,4,7
2587,1,1,2,3,5,3,7
2588,1,1,3,2,3,4,2
2589,1,1,3,3,2,6,1
2590,1,2,2,4,5,3,4
2591,1,1,1,2,3,3,4
2592,1,1,1,2,1,3,6
2593,1,2,3,4,4,6,3
2594,1,1,1,1,3,4,2
2595,1,1,1,1,1,1,3
2596,1,2,1,3,2,3,1
2597,1,1,2,1,1,4,6
2598,1,1,2,3,4,1,4
2599,1,2,3,2,5,4,4
2600,1,2,1,3,1,3,6
2601,1,2,3,3,4,3,7
2602,1,2,3,3,5,1,2
2603,1,1,1,2,1,5,2
2604,1,2,3,1,3,2,3
2605,1,1,2,4,4,3,2
2606,1,2,1,4,1,4,2
2607,1,2,1,3,5,2,4
2608,1,2,2,1,3,3,4
2609,1,1,1,3,1,1,5
2610,1,1,2,4,4,3,4
2611,1,2,3,1,5,2,4
2612,1,1,3,4,5,6,3
2613,1,2,3,2,5,1,7
2614,1,2,3,4,5,6,2
2615,1,2,3,4,5,4,1
2616,1,2,2,2,4,5,6
2617,1,1,3,3,1,6,1
2618,1,2,3,4,1,4,2
2619,1,1,2,1,1,6,5
2620,1,2,2,1,3,1,1
2621,1,1,3,2,2,2,2
2622,1,1,2,1,4,1,4
2623,1,1,1,2,2,5,2
2624,1,2,3,3,5,5,1
2625,1,1,3,2,5,4,6
2626,1,2,1,4,3,3,2
2627,1,2,3,4,3,3,7
2628,1,1,3,3,4,2,5
2629,1,1,1,1,4,6,3
2630,1,1,3,2,1,6,1
2631,1,1,1,4,3,4,5
2632,1,2,2,4,4,2,3
2633,1,1,3,3,2,6,4
2634,1,1,3,4,4,5,1
2635,1,1,3,2,5,4,5
2636,1,1,2,4,2,1,4
2637,1,1,3,2,1,4,7
2638,1,2,2,1,2,4,6
2639,1,1,2,2,1,1,3
2640,1,1,1,1,3,3,3
2641,1,1,1,3,5,6,4
2642,1,2,2,1,5,4,6
2643,1,2,2,2,4,2,1
2644,1,2,2,1,1,2,5
2645,1,2,1,3,2,5,2
2646,1,1,3,1,3,3,5
2647,1,1,3,1,4,6,5
2648,1,2,3,3,4,5,1
2649,1,2,2,3,5,1,4
2650,1,2,3,4,5,6,5
2651,1,1,1,1,2,4,6
2652,1,2,1,4,5,3,6
2653,1,2,3,1,3,3,2
2654,1,1,3,2,5,1,6
2655,1,2,1,1,2,6,2
2656,1,1,3,2,1,5,5
2657,1,1,2,1,1,4,4
2658,1,2,3,2,2,2,7
2659,1,2,3,1,2,3,4
2660,1,2,3,3,1,3,3
2661,1,2,3,3,4,6,5
2662,1,2,1,1,4,3,4
2663,1,1,2,2,1,3,1
2664,1,1,1,4,3,6,3
2665,1,1,1,3,1,3,7
2666,1,1,2,3,3,1,6
2667,1,2,3,2,5,3,4
2668,1,2,3,2,3,2,3
2669,1,2,2,1,4,3,5
2670,1,1,1,3,5,1,2
2671,1,2,2,3,4,6,1
2672,1,1,3,4,3,2,2
2673,1,2,2,3,2,6,4
2674,1,2,3,4,2,4,5
2675,1,2,1,2,3,5,4
2676,1,2,2,4,4,4,5
2677,1,1,3,4,1,6,6
2678,1,1,3,2,3,2,2
2679,1,2,1,2,3,5,1
2680,1,1,2,2,3,2,5
2681,1,2,1,1,4,5,5
2682,1,1,1,2,4,5,3
2683,1,2,3,3,5,2,7
2684,1,1,1,2,3,3,6
2685,1,2,3,1,1,4,5
2686,1,2,2,3,1,6,7
2687,1,2,1,4,2,4,4
2688,1,2,3,4,1,2,7
2689,1,1,1,1,2,2,3
2690,1,1,3,3,5,6,6
2691,1,2,1,2,1,1,1
2692,1,1,2,1,4,2,5
2693,1,2,3,3,2,1,2
2694,1,1,3,1,2,6,2
2695,1,1,3,2,5,6,6
2696,1,1,3,2,2,4,6
2697,1,2,3,3,4,3,1
2698,1,1,2,1,3,5,3
2699,1,2,3,2,1,6,6
2700,1,1,2,1,1,3,3
2701,1,2,1,2,2,6,4
2702,1,2,1,1,2,5,1
2703,1,1,2,3,1,5,3
2704,1,1,1,2,4,2,3
2705,1,2,2,2,2,5,5
2706,1,1,2,2,4,5,3
2707,1,1,1,2,4,5,6
2708,1,1,2,1,1,3,2
2709,1,1,2,3,1,5,3
2710,1,2,3,1,2,5,5
2711,1,2,2,3,1,1,4
2712,1,1,2,3,5,4,5
2713,1,1,1,4,5,3,3
2714,1,1,2,3,2,1,5
2715,1,1,2,2,3,6,3
2716,1,2,2,3,1,6,5
2717,1,2,2,2,2,1,7
2718,1,1,2,4,2,2,3
2719,1,2,1,1,2,4,6
2720,1,1,1,3,5,5,7
2721,1,1,1,4,5,1,4
2722,1,1,1,2,4,3,4
2723,1,2,1,2,4,4,4
2724,1,1,1,2,5,4,7
2725,1,2,1,3,3,1,2
2726,1,2,3,1,4,3,1
2727,1,2,3,4,5,5,3
2728,1,1,3,1,2,2,1
2729,1,1,2,2,5,4,7
2730,1,2,3,1,4,3,1
2731,1,1,1,3,1,2,5
2732,1,2,1,2,3,2,3
2733,1,1,1,3,2,5,2
2734,1,2,2,4,2,1,1
2735,1,1,3,4,4,5,3
2736,1,2,2,3,2,1,5
2737,1,1,3,3,1,1,1
2738,1,2,2,3,1,5,6
2739,1,2,1,4,2,4,6
2740,1,2,1,4,3,6,2
2741,1,2,3,4,3,3,2
2742,1,1,3,3,4,6,1
2743,1,2,1,1,2,5,7
2744,1,1,3,2,4,3,3
2745,1,1,1,1,1,1,7
2746,1,1,3,3,2,2,3
2747,1,2,3,1,3,2,6
2748,1,1,3,4,4,3,2
2749,1,1,3,1,3,5,6
2750,1,1,1,3,5,1,3
2751,1,1,2,3,5,5,5
2752,1,2,1,4,1,5,6
2753,1,1,1,3,1,6,2
2754,1,1,3,3,1,2,1
2755,1,1,3,4,3,4,5
2756,1,1,2,4,2,2,1
2757,1,2,3,1,1,1,7
2758,1,1,3,4,4,2,6
2759,1,1,3,4,1,1,2
2760,1,2,1,2,4,6,5
2761,1,1,3,4,3,1,6
2762,1,2,2,4,1,6,6
2763,1,2,1,2,2,1,1
2764,1,2,2,1,3,3,2
2765,1,1,1,4,1,2,3
2766,1,2,2,1,2,6,1
2767,1,1,2,3,2,2,2
2768,1,2,2,2,2,1,1
2769,1,2,3,1,3,3,3
2770,1,1,3,1,2,6,1
2771,1,2,2,2,1,2,1
2772,1,1,3,4,3,3,2
2773,1,1,3,4,1,3,4
2774,1,2,3,4,5,6,3
2775,1,1,3,4,2,4,5
2776,1,1,3,2,5,6,5
2777,1,2,1,1,4,4,1
2778,1,2,2,4,3,4,6
2779,1,1,3,3,2,6,3
2780,1,2,2,2,3,6,6
2781,1,2,2,3,1,4,5
2782,1,1,1,3,5,6,5
2783,1,1,1,2,4,1,5
2784,1,1,3,3,2,1,5
2785,1,2,1,4,2,6,6
2786,1,1,3,4,4,5,3
2787,1,1,3,1,1,2,2
2788,1,2,2,4,1,5,1
2789,1,2,3,1,5,2,4
2790,1,1,1,4,1,2,5
2791,1,2,3,4,2,1,1
2792,1,1,3,1,3,5,4
2793,1,2,3,2,1,3,4
2794,1,1,1,4,2,4,2
2795,1,1,3,2,4,3,2
2796,1,1,1,4,1,4,4
2797,1,2,3,1,2,6,1
2798,1,2,3,3,5,3,5
2799,1,1,1,1,2,1,6
2800,1,1,1,4,5,5,7
2801,1,1,2,1,4,2,6
2802,1,1,2,2,1,6,4
2803,1,2,3,4,1,2,5
2804,1,2,3,2,1,2,7
2805,1,1,1,4,3,4,2
2806,1,2,3,1,4,2,4
2807,1,1,2,1,1,1,5
2808,1,2,2,2,4,3,2
2809,1,1,2,3,4,6,5
2810,1,1,1,1,1,5,7
2811,1,2,2,2,5,2,4
2812,1,1,1,4,5,4,4
2813,1,1,1,4,1,4,6
2814,1,1,2,3,4,2,4
2815,1,2,2,2,4,2,2
2816,1,1,3,2,1,2,6
2817,1,1,1,3,5,2,2
2818,1,1,3,4,3,4,1
2819,1,2,1,4,4,2,1
2820,1,2,1,4,2,4,3
2821,1,1,1,4,4,1,4
2822,1,1,3,3,4,4,7
2823,1,2,3,3,1,6,1
2824,1,1,1,2,4,5,2
2825,1,2,1,4,3,3,3
2826,1,2,1,2,4,4,3
2827,1,2,1,1,5,2,6
2828,1,2,2,4,1,5,2
2829,1,2,1,4,2,4,6
2830,1,2,1,4,1,2,3
2831,1,2,3,4,1,6,4
2832,1,2,3,3,5,2,7
2833,1,1,1,4,3,2,6
2834,1,2,1,2,2,4,5
2835,1,2,2,2,4,4,7
2836,1,1,3,2,4,4,4
2837,1,1,2,1,4,2,6
2838,1,1,3,4,4,2,2
2839,1,1,2,1,5,1,2
2840,1,2,2,3,2,6,7
2841,1,1,2,2,3,1,5
2842,1,1,2,3,3,6,2
2843,1,2,3,4,1,2,4
2844,1,1,3,2,3,1,1
2845,1,2,3,3,2,3,6
2846,1,2,2,2,2,1,1
2847,1,2,2,2,4,2,6
2848,1,2,1,4,2,2,7
2849,1,2,1,1,3,2,2
2850,1,2,1,2,5,6,5
2851,1,1,1,2,1,5,2
2852,1,1,1,1,4,5,3
2853,1,1,2,2,4,2,4
2854,1,2,1,4,1,2,5
2855,1,1,3,3,2,5,7
2856,1,1,1,1,5,3,5
2857,1,2,3,2,3,4,1
2858,1,1,3,1,5,5,5
2859,1,1,2,3,3,5,2
2860,1,1,2,1,3,6,6
2861,1,2,1,4,5,2,5
2862,1,2,2,1,1,2,7
2863,1,2,3,2,1,3,5
2864,1,2,1,2,4,1,1
2865,1,1,2,4,1,2,6
2866,1,1,3,3,2,3,5
2867,1,1,2,2,1,6,2
2868,1,1,2,1,1,3,1
2869,1,2,2,2,5,2,7
2870,1,2,3,1,1,1,6
2871,1,2,3,1,3,6,1
2872,1,1,1,2,1,4,2
2873,1,2,1,4,2,3,5
2874,1,1,3,1,2,2,4
2875,1,1,3,1,1,1,2
2876,1,2,1,1,2,2,3
2877,1,2,1,4,5,2,4
2878,1,1,1,3,1,5,3
2879,1,1,1,1,2,3,6
2880,1,1,3,3,1,1,5
2881,1,1,1,4,5,6,2
2882,1,2,2,4,2,6,2
2883,1,2,1,4,5,6,7
2884,1,2,1,2,5,6,4
2885,1,1,2,3,4,3,1
2886,1,2,3,3,5,2,5
2887,1,2,2,2,1,3,7
2888,1,2,1,2,3,3,3
2889,1,2,2,2,3,4,6
2890,1,1,1,1,4,1,6
2891,1,1,3,4,3,2,1
2892,1,2,2,4,4,6,1
2893,1,2,2,3,1,1,1
2894,1,2,3,1,3,5,7
2895,1,2,2,1,4,1,2
2896,1,1,3,2,3,1,6
2897,1,1,1,3,1,6,5
2898,1,1,3,3,4,6,4
2899,1,1,1,2,4,4,3
2900,1,1,3,2,4,6,5
2901,1,2,1,4,4,4,1
2902,1,2,2,4,3,6,3
2903,1,2,3,3,3,2,3
2904,1,2,1,1,3,3,1
2905,1,2,1,2,4,2,2
2906,1,2,1,3,3,3,2
2907,1,2,3,1,2,1,2
2908,1,2,3,4,5,2,7
2909,1,1,2,3,1,5,1
2910,1,2,2,1,3,3,5
2911,1,1,2,1,3,6,5
2912,1,2,3,1,5,5,7
2913,1,2,1,2,3,6,4
2914,1,1,3,2,3,6,1
2915,1,2,2,2,3,4,5
2916,1,2,1,2,4,3,4
2917,1,2,1,2,1,3,6
2918,1,1,2,2,1,6,6
2919,1,1,3,4,4,4,7
2920,1,1,1,3,2,1,5
2921,1,1,2,3,3,2,7
2922,1,2,1,2,1,1,6
2923,1,2,1,1,2,3,1
2924,1,1,3,2,3,6,4
2925,1,1,2,4,5,1,2
2926,1,2,2,3,4,2,1
2927,1,1,2,3,1,5,4
2928,1,2,2,2,5,3,6
2929,1,2,1,2,2,6,7
2930,1,2,3,1,1,4,2
2931,1,2,2,1,1,3,7
2932,1,1,1,2,5,4,6
2933,1,2,2,2,2,3,1
2934,1,2,1,3,5,3,6
2935,1,2,2,2,3,5,5
2936,1,1,3,4,4,3,4
2937,1,2,3,3,4,3,2
2938,1,2,3,4,4,6,1
2939,1,2,2,2,1,6,4
2940,1,2,2,2,5,3,7
2941,1,1,2,2,3,6,3
2942,1,1,2,4,5,5,7
2943,1,2,1,3,5,6,2
2944,1,1,2,4,2,5,3
2945,1,1,1,3,5,6,6
2946,1,1,3,1,3,6,5
2947,1,1,1,2,2,4,2
2948,1,2,1,1,1,4,1
2949,1,1,3,3,4,5,6
2950,1,2,1,1,2,4,1
2951,1,1,2,4,5,4,2
2952,1,1,2,1,3,1,2
2953,1,1,1,2,5,5,6
2954,1,2,3,3,3,5,7
2955,1,1,2,1,1,1,4
2956,1,1,1,4,2,1,1
2957,1,2,2,4,5,5,2
2958,1,2,3,2,1,5,1
2959,1,2,2,4,3,5,2
2960,1,1,1,4,3,3,6
2961,1,1,2,2,3,4,2
2962,1,2,1,1,1,5,7
2963,1,1,1,1,4,5,7
2964,1,2,3,2,4,2,7
2965,1,1,1,4,5,4,3
2966,1,2,2,3,4,6,2
2967,1,2,3,1,3,5,3
2968,1,1,1,2,1,2,6
2969,1,1,3,2,2,6,1
2970,1,1,2,1,4,2,7
2971,1,1,1,2,3,5,7
2972,1,2,3,4,1,3,1
2973,1,1,2,3,2,5,7
2974,1,2,1,4,5,4,2
2975,1,1,2,1,5,2,6
2976,1,1,1,3,4,1,5
2977,1,2,1,3,4,6,7
2978,1,1,1,2,2,4,6
2979,1,1,1,1,2,5,7
2980,1,1,1,2,3,5,1
2981,1,2,3,3,3,5,2
2982,1,2,3,3,3,2,4
2983,1,2,2,2,1,2,3
2984,1,1,1,4,3,4,1
2985,1,1,3,4,1,6,3
2986,1,1,2,2,2,6,1
2987,1,2,2,2,3,4,5
2988,1,1,2,3,4,4,4
2989,1,1,2,4,1,3,1
2990,1,2,2,2,5,6,6
2991,1,2,2,1,3,5,4
2992,1,2,1,2,5,6,2
2993,1,2,3,2,5,5,3
2994,1,1,3,3,3,5,7
2995,1,2,1,4,5,1,7
2996,1,1,3,1,5,2,7
2997,1,2,3,1,2,3,2
2998,1,2,3,3,1,4,4
2999,1,1,2,1,5,5,3
3000,1,2,2,2,4,2,6
